Wall time,Step,Value
1734360055.2613287,0,5.41210412979126
1734360078.721074,1000,0.29974615573883057
1734360091.3693376,2000,0.29680144786834717
1734360103.9979565,3000,0.2797875702381134
1734360117.160462,4000,0.33122503757476807
1734360129.9415424,5000,0.28915926814079285
1734360143.2092028,6000,0.26041117310523987
1734360156.8942833,7000,0.2525610029697418
1734360170.061152,8000,0.25305187702178955
1734360183.1035893,9000,0.22506825625896454
1734360196.2447064,10000,0.2512775957584381
1734360208.8692634,11000,0.19572101533412933
1734360221.5041664,12000,0.18541909754276276
1734360234.0273345,13000,0.17291222512722015
1734360247.106514,14000,0.16883258521556854
1734360259.6827445,15000,0.1658935695886612
1734360272.27386,16000,0.16501644253730774
1734360285.3279023,17000,0.21723757684230804
1734360297.8371594,18000,0.17367392778396606
1734360310.4991632,19000,0.16253936290740967
1734360323.1317527,20000,0.1528790295124054
1734360336.3140862,21000,0.14662565290927887
1734360348.924802,22000,0.13621468842029572
1734360361.4329898,23000,0.1383354663848877
1734360387.4463773,25000,0.11835110187530518
1734360400.0283458,26000,0.12343370169401169
1734360412.6315782,27000,0.11666828393936157
1734360425.8733823,28000,0.1162346601486206
1734360438.4497097,29000,0.11543222516775131
1734360451.0950649,30000,0.11522436887025833
1734360464.1580045,31000,0.11369586735963821
1734360476.8293679,32000,0.11280646175146103
1734360489.3993309,33000,0.3061524033546448
1734360502.492162,34000,0.1933615654706955
1734360515.019143,35000,0.16404768824577332
1734360527.6287348,36000,0.13740958273410797
1734360540.188556,37000,0.1346437782049179
1734360553.350489,38000,0.12496194243431091
1734360565.812506,39000,0.15717145800590515
1734360578.4854987,40000,0.11355923861265182
1734360591.5133266,41000,0.12265127897262573
1734360604.1219149,42000,0.12001402676105499
1734360616.6675096,43000,0.10712075233459473
1734360629.6734624,44000,0.15736764669418335
1734360642.2046235,45000,0.10081034153699875
1734360654.7800243,46000,0.10476929694414139
1734360667.5835848,47000,0.10647653043270111
1734360681.326007,48000,0.0952199175953865
1734360694.4253101,49000,0.09595057368278503
1734360707.425504,50000,0.09678174555301666
1734360720.896001,51000,0.09713201969861984
1734360733.4519236,52000,0.09203120321035385
1734360746.010063,53000,0.10867121070623398
1734360758.5650477,54000,0.08430762588977814
1734360771.5706038,55000,0.08290524780750275
1734360784.120943,56000,0.08173961192369461
1734360796.6348057,57000,0.08013831824064255
1734360809.5886905,58000,0.07536173611879349
1734360822.0442693,59000,0.07357214391231537
1734360834.4747179,60000,0.07344397902488708
1734360847.4408586,61000,0.07271739095449448
1734360859.9330416,62000,0.07212511450052261
1734360872.4118009,63000,0.07115893810987473
1734360884.9037745,64000,0.07102836668491364
1734360897.8176882,65000,0.070818692445755
1734360910.3287597,66000,0.2393762171268463
1734360922.8173292,67000,0.2817715108394623
